Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7
518,61,1,Indian Institutes of Science Education and Research,IN,HI,21
519,60,3,Arizona State University,US,EN,19
520,60,1,University of Innsbruck,AT,DE,17
521,60,1,Southeast University,CN,ZH,20
522,60,1,Sripatum University,TH,TH,20
523,60,1,Mansoura University,EG,AR,20
524,60,1,Uludağ University,TR,TR,20
525,60,1,Cyprus University of Technology,CY,EL,21
526,60,1,Indian Institute of Space Science and Technology,IN,HI,21
527,59,3,"University of California, Santa Barbara",US,EN,19
528,59,3,University of Leeds,UK,EN,20
529,59,2,Emory University,US,EN,19
530,59,1,Sichuan University,CN,ZH,18
531,59,1,National Research Nuclear University MEPhI,RU,RU,20
532,59,1,Dong-a University,KR,KO,20
533,59,1,King Mongkut's University of Technology North Bangkok,TH,TH,20
534,59,1,Devi Ahilya Vishwavidyalaya,IN,HI,20
535,59,1,Trisakti University,ID,WR,20
536,59,1,Andrássy University Budapest,HU,HU,21
537,58,1,University of Bern,CH,DE,19
538,58,1,Creighton University,US,EN,19
539,58,1,Harbin Institute of Technology,CN,ZH,20
540,58,1,Lebanese University,LB,AR,20
541,58,1,Dhurakij Pundit University,TH,TH,20
542,58,1,Koç University,TR,TR,20
543,57,1,Okayama University,JP,JA,19
544,57,1,Shandong University,CN,ZH,20
545,57,1,Visva-Bharati University,IN,HI,20
546,57,1,Saarland University,DE,DE,20
547,57,1,Rio de Janeiro State University,BR,PT,20
548,57,1,YARSI University,ID,WR,20
549,57,1,The Institute of Technology at Linköping University,SE,SV,20
550,57,1,Yarmouk University,JO,AR,20
551,56,1,University of Stuttgart,DE,DE,19
552,56,1,University of Isfahan,IR,FA,20
553,56,1,Novosibirsk State University,RU,RU,20
554,56,1,Yeungnam University,KR,KO,20
555,56,1,Suranaree University of Technology,TH,TH,20
556,56,1,Universiti Tunku Abdul Rahman,MY,MS,21
557,56,1,University of Bordeaux,FR,FR,21
558,56,1,"National Institute of Technology, Arunachal Pradesh",IN,HI,21
559,55,1,Komazawa University,JP,JA,16
560,55,1,University of Hanover,DE,DE,19
561,55,1,University of Piraeus,GR,EL,20
562,55,1,Pusan National University,KR,KO,20
563,55,1,University of San Diego,US,EN,20
564,55,1,Dravidian University,IN,HI,20
565,55,1,University of Sousse,TN,AR,21
566,54,1,University of Perugia,IT,IT,14
567,54,1,Adolfo Ibáñez University,CL,ES,20
568,54,1,University of Regensburg,DE,DE,20
569,54,1,Ubon Ratchathani University,TH,TH,20
570,54,1,Indian Institute of Technology Guwahati,IN,HI,20
571,53,3,Durham University,UK,EN,19
572,53,2,University of Siena,IT,IT,13
573,53,1,Saint Joseph University,LB,AR,19
574,53,1,University of Seoul,KR,KO,20
575,53,1,University of Tabriz,IR,FA,20
576,53,1,Kanazawa University,JP,JA,20
577,53,1,Hanoi University of Science and Technology,VN,VI,20
578,53,1,Bielefeld University,DE,DE,20
579,53,1,Vinoba Bhave University,IN,HI,20
580,53,1,Adnan Menderes University,TR,TR,20
581,53,1,University of Flensburg,DE,DE,20
582,52,1,Mines ParisTech,FR,FR,18
583,52,1,Indian Institute of Technology Kanpur,IN,HI,20
584,52,1,University of Tromsø,NO,WR,20
585,52,1,Tanta University,EG,AR,20
586,52,1,Çukurova University,TR,TR,20
587,52,1,University of Peloponnese,GR,EL,21
588,51,2,University of South Florida,US,EN,20
589,51,2,University of Oulu,FI,WR,20
590,51,1,University of Duisburg-Essen,DE,DE,17
591,51,1,Osaka City University,JP,JA,19
592,51,1,Xi'an Jiaotong University,CN,ZH,19
593,51,1,Kookmin University,KR,KO,20
594,51,1,Bu-Ali Sina University,IR,FA,20
595,51,1,Erciyes University,TR,TR,20
596,51,1,Ionian University,GR,EL,20
597,51,1,Universiti Teknologi Petronas,MY,MS,20
598,51,1,West Bengal University of Technology,IN,HI,20
599,50,3,Texas A&M University,US,EN,19
600,50,1,Ryukoku University,JP,JA,17
601,50,1,Technische Universität Darmstadt,DE,DE,19
602,50,1,Hanoi Medical University,VN,VI,20
603,50,1,Kyungpook National University,KR,KO,20
604,50,1,University of Los Andes (Colombia),CO,ES,20
605,50,1,Shri Govindram Seksaria Institute of Technology and Science,IN,HI,20
606,50,1,University of Paris III: Sorbonne Nouvelle,FR,FR,20
607,50,1,An-Najah National University,PS,AR,20
608,49,3,University of Kansas,US,EN,19
609,49,2,University of Fribourg,CH,DE,16
610,49,2,Federal University of Rio Grande do Norte,BR,PT,20
611,49,1,Meiji Gakuin University,JP,JA,19
612,49,1,Kraków University of Economics,PL,PL,20
613,49,1,East China Normal University,CN,ZH,20
614,49,1,University of the City of Manila,PH,EN,20
615,49,1,University of Konstanz,DE,DE,20
616,49,1,Universidade Nova de Lisboa,PT,PT,20
617,49,1,Tun Hussein Onn University of Malaysia,MY,MS,20
618,48,2,University of Utah,US,EN,19
619,48,2,Monash University,AU,EN,20
620,48,1,University of Vermont,US,EN,18
621,48,1,Plekhanov Russian University of Economics,RU,RU,20
622,48,1,Fluminense Federal University,BR,PT,20
623,48,1,Paris Dauphine University,FR,FR,20
624,48,1,University of Córdoba (Spain),ES,ES,20
625,48,1,Akdeniz University,TR,TR,20
626,48,1,Mae Fah Luang University,TH,TH,20
627,47,3,Concordia University,CA,EN,19
628,47,1,Loyola University Chicago,US,EN,19
629,47,1,Federal University of Paraná,BR,PT,20
630,47,1,Technical University of Cluj-Napoca,RO,WR,20
631,47,1,Ural State University,RU,RU,20
632,47,1,Technological University of Pereira,CO,ES,20
633,47,1,University of Düsseldorf,DE,DE,20
634,47,1,Universiti Teknikal Malaysia Melaka,MY,MS,20
635,46,2,Tufts University,US,EN,19
636,46,2,Cardiff University,UK,EN,19
637,46,2,City University London,UK,EN,20
638,46,1,University of Caen Lower Normandy,FR,FR,15
639,46,1,University of Sassari,IT,IT,16
640,46,1,Yogyakarta State University,ID,WR,20
641,46,1,Anna University,IN,HI,20
642,46,1,Sirindhorn International Institute of Technology,TH,TH,20
643,46,1,TecMilenio University,MX,ES,21
644,46,1,Tokyo Metropolitan University,JP,JA,21
645,45,1,National University of Kyiv-Mohyla Academy,UA,WR,17
646,45,1,University of Mannheim,DE,DE,18
647,45,1,"Royal Holloway, University of London",UK,EN,19
648,45,1,Wrocław Medical University,PL,PL,20
649,45,1,Jadavpur University,IN,HI,20
650,45,1,West University of Timișoara,RO,WR,20
651,45,1,Federal University of Uberlândia,BR,PT,20
652,44,3,University of Colorado Boulder,US,EN,19
653,44,1,Niigata University,JP,JA,19
654,44,1,Gdańsk Medical University,PL,PL,20
655,44,1,State University of New York,US,EN,20
656,44,1,Karnatak University,IN,HI,20
657,44,1,Ho Chi Minh City University of Technology,VN,VI,20
658,44,1,UCSI University,MY,MS,20
659,44,1,Bahçeşehir University,TR,TR,20
660,44,1,University of Western Macedonia,GR,EL,21
661,43,3,Ohio Wesleyan University,US,EN,19
662,43,2,Wrocław University of Economics,PL,PL,21
663,43,1,University of South Africa,ZA,WR,19
664,43,1,Universidad Adventista del Plata,AR,ES,19
665,43,1,Kyiv Polytechnic Institute,UA,WR,19
666,43,1,Kyonggi University,KR,KO,20
667,43,1,National Economics University (Vietnam),VN,VI,20
668,43,1,University of Jordan,JO,AR,20
669,43,1,Brunel University London,UK,EN,20
670,43,1,Holon Institute of Technology,IL,HE,20
671,43,1,Okan University,TR,TR,20
672,42,1,Liverpool Hope University,UK,EN,19
673,42,1,Oregon State University,US,EN,19
674,42,1,Ochanomizu University,JP,JA,19
675,42,1,University of Queensland,AU,EN,20
676,42,1,Chosun University,KR,KO,20
677,42,1,"National Institute of Technology, Karnataka",IN,HI,20
678,42,1,Kazimierz Wielki University in Bydgoszcz,PL,PL,20
679,42,1,National University of Río Cuarto,AR,ES,20
680,42,1,Beykent University,TR,TR,20
681,42,1,Universiti Malaysia Pahang,MY,MS,21
682,41,1,University of Missouri,US,EN,19
683,41,1,Pai Chai University,KR,KO,19
684,41,1,Poznań University of Economics,PL,PL,20
685,41,1,Alzahra University,IR,FA,20
686,41,1,Trakya University,TR,TR,20
687,41,1,Pablo de Olavide University,ES,ES,20
688,40,2,University of New South Wales,UK,EN,20
689,40,1,University of Georgia,US,EN,18
690,40,1,University of Ottawa,CA,EN,19
691,40,1,University of Maine,US,EN,19
692,40,1,Virginia Tech,US,EN,19
693,40,1,Vikram University,IN,HI,20
694,40,1,Kyoto Sangyo University,JP,JA,20
695,40,1,National University of Central Buenos Aires,AR,ES,20
696,40,1,Kocaeli University,TR,TR,20
697,40,1,Selye János University,SK,WR,21
698,39,2,Vanderbilt University,US,EN,19
699,39,1,University of Bergen,NO,WR,19
700,39,1,University of Rochester,US,EN,19
701,39,1,Ca' Foscari University of Venice,IT,IT,19
702,39,1,Australian National University,AU,EN,20
703,39,1,University of Bremen,DE,DE,20
704,39,1,Payap University,TH,TH,20
705,39,1,Sri Ramachandra Medical College and Research Institute,IN,HI,20
706,39,1,Rzeszów University,PL,PL,21
707,38,2,University of Reading,UK,EN,20
708,38,1,University of Havana,CU,ES,18
709,38,1,Vienna University of Technology,AT,DE,19
710,38,1,Teikyo University,JP,JA,20
711,38,1,Université de Sherbrooke,CA,EN,20
712,38,1,Rabindra Bharati University,IN,HI,20
713,38,1,Florida International University,US,EN,20
714,38,1,University of Swaziland,SZ,EN,20
715,38,1,Pamukkale University,TR,TR,20
716,38,1,University of Gafsa,TN,AR,21
717,37,2,University of the Faroe Islands,FO,DA,20
718,37,1,University of Trier,DE,DE,15
719,37,1,University of Cagliari,IT,IT,17
720,37,1,Glasgow Caledonian University,UK,EN,19
721,37,1,Bangalore University,IN,HI,19
722,37,1,Saitama University,JP,JA,20
723,37,1,Chonnam National University,KR,KO,20
724,37,1,Diponegoro University,ID,WR,20
725,37,1,Afyon Kocatepe University,TR,TR,20
726,36,1,Sampurnanand Sanskrit University,IN,HI,18
727,36,1,National University of Saint Augustine,PE,ES,19
728,36,1,Kharazmi University,IR,FA,20
729,36,1,University of Bari,IT,IT,20
730,36,1,Kumamoto University,JP,JA,20
731,36,1,Northwestern Polytechnical University,CN,ZH,20
732,36,1,Mohammed V University,MA,AR,20
733,36,1,European University Cyprus,CY,EL,20
734,36,1,University of Strathclyde,UK,EN,20
735,36,1,Jan Kochanowski University,PL,PL,20
736,35,2,University of Alabama,US,EN,19
737,35,1,Jinan University,CN,ZH,20
738,35,1,Kokushikan University,JP,JA,20
739,35,1,Chaudhary Charan Singh University,IN,HI,20
740,35,1,Yaşar University,TR,TR,21
741,34,2,University of Bamberg,DE,DE,17
742,34,2,Tbilisi State University,GE,WR,20
743,34,2,University of the Bío Bío,CL,ES,20
744,34,1,University of Oregon,US,EN,19
745,34,1,Perm State University,RU,RU,20
746,34,1,Medical University of Silesia,PL,PL,20
747,34,1,Saha Institute of Nuclear Physics,IN,HI,20
748,34,1,Sakarya University,TR,TR,20
749,34,1,Anton de Kom University of Suriname,SR,NL,20
750,34,1,Jacobs University Bremen,DE,DE,21
751,33,2,Viadrina European University,DE,DE,16
752,33,2,Washington State University,US,EN,19
753,33,1,Braunschweig University of Technology,DE,DE,18
754,33,1,Illinois Institute of Technology,US,EN,19
755,33,1,Tianjin University,CN,ZH,19
756,33,1,Ural State Technical University,RU,RU,20
757,33,1,Seijo University,JP,JA,20
758,33,1,Beirut Arab University,LB,AR,20
759,33,1,Universiti Brunei Darussalam,BN,MS,20
760,33,1,University of Zielona Góra,PL,PL,21
761,33,1,Ramakrishna Mission Vivekananda University,IN,HI,21
762,32,2,United Nations University,JP,EN,20
763,32,1,University of Salzburg,AT,DE,17
764,32,1,Queen's University,CA,EN,19
765,32,1,University of Illinois at Chicago,US,EN,19
766,32,1,Kent State University,US,EN,20
767,32,1,Voronezh State University,RU,RU,20
768,32,1,Sejong University,KR,KO,20
769,32,1,Beijing Institute of Technology,CN,ZH,20
770,32,1,University of Aleppo,SY,AR,20
771,32,1,University of Aveiro,PT,PT,20
772,32,1,Yazd University,IR,FA,20
773,32,1,West Bengal University of Health Sciences,IN,HI,21
774,31,1,University of Santo Tomas,PH,EN,17
775,31,1,"National Institute of Technology, Durgapur",IN,HI,20
776,31,1,Krasnoyarsk State University,RU,RU,20
777,31,1,Central Queensland University,UK,EN,20
778,31,1,University of Rennes 2 – Upper Brittany,FR,FR,20
779,31,1,Wonkwang University,KR,KO,20
780,30,1,Sofia University,BG,WR,19
781,30,1,Loughborough University,UK,EN,20
782,30,1,ENSAE ParisTech,FR,FR,20
783,30,1,Curtin University,AU,EN,20
784,30,1,West Bengal University of Animal and Fishery Sciences,IN,HI,20
785,30,1,German University in Cairo,EG,AR,21
786,29,1,"Indian Institute of Engineering Science and Technology, Shibpur",IN,HI,19
787,29,1,Stellenbosch University,ZA,WR,19
788,29,1,Saratov State University,RU,RU,20
789,29,1,Hunan University,CN,ZH,20
790,29,1,Kanagawa University,JP,JA,20
791,29,1,University of Augsburg,DE,DE,20
792,29,1,"University of Economics, Ho Chi Minh City",VN,VI,20
793,29,1,Soonchunhyang University,KR,KO,20
794,29,1,University of Burgos,ES,ES,20
795,28,2,Seikei University,JP,JA,20
796,28,1,Yunnan University,CN,ZH,20
797,28,1,Petrozavodsk State University,RU,RU,20
798,28,1,Shinshu University,JP,JA,20
799,28,1,Jean Moulin University Lyon 3,FR,FR,20
800,28,1,London South Bank University,UK,EN,20
801,28,1,Bangkokthonburi University,TH,TH,21
802,28,1,"Indian Institute of Technology, Hyderabad",IN,HI,21
803,27,1,University of Ferrara,IT,IT,14
804,27,1,University of Massachusetts Amherst,US,EN,19
805,27,1,Lehigh University,US,EN,19
806,27,1,Federal University of São Paulo,BR,PT,20
807,27,1,Deen Dayal Upadhyay Gorakhpur University,IN,HI,20
808,27,1,University of Magdalena,CO,ES,20
809,26,2,University of Potsdam,DE,DE,20
810,26,1,Lumière University Lyon 2,FR,FR,19
811,26,1,Juntendo University,JP,JA,19
812,26,1,University of Wisconsin System,US,EN,19
813,26,1,Autonomous University of Baja California,MX,ES,20
814,26,1,University of Tirana,AL,WR,20
815,26,1,Motilal Nehru National Institute of Technology Allahabad,IN,HI,20
816,26,1,Petra Christian University,ID,WR,20
817,26,1,University of Papua New Guinea,PG,EN,20
818,26,1,Kadir Has University,TR,TR,20
819,26,1,Nakhon Phanom University,TH,TH,21
820,25,1,University of Évora,PT,PT,16
821,25,1,University of Louisville,US,EN,18
822,25,1,N. I. Lobachevsky State University of Nizhny Novgorod,RU,RU,20
823,25,1,Poznan University of Medical Sciences,PL,PL,20
824,25,1,South China University of Technology,CN,ZH,20
825,25,1,Harish-Chandra Research Institute,IN,HI,20
826,25,1,Charles de Gaulle University – Lille III,FR,FR,20
827,25,1,King Faisal University,SA,AR,20
828,25,1,Mersin University,TR,TR,20
829,25,1,National University of Laos,LA,WR,20
830,25,1,University of Nottingham Malaysia Campus,MY,MS,20
831,25,1,Princess of Naradhiwas University,TH,TH,21
832,24,1,University of Modena and Reggio Emilia,IT,IT,12
833,24,1,Shizuoka University,JP,JA,20
834,24,1,Middlesex University,UK,EN,20
835,24,1,Mahatma Gandhi Antarrashtriya Hindi Vishwavidyalaya,IN,HI,20
836,24,1,University of Jendouba,TN,AR,21
837,23,1,University of Poitiers,FR,FR,15
838,23,1,University of Messina,IT,IT,16
839,23,1,Newcastle University,UK,EN,19
840,23,1,Fordham University,US,EN,19
841,23,1,Ulster University,IE,EN,19
842,23,1,Seoul National University Hospital,KR,KO,19
843,23,1,Southwest Jiaotong University,CN,ZH,19
844,23,1,University of the Ryukyus,JP,JA,20
845,22,1,University of Guadalajara,MX,ES,18
846,22,1,Bangor University,UK,EN,19
847,22,1,University of Khartoum,SD,AR,20
848,22,1,Gulbarga University,IN,HI,20
849,22,1,Hanshin University,KR,KO,20
850,21,2,University of Miami,US,EN,20
851,21,1,University of L'Aquila,IT,IT,16
852,21,1,College of William & Mary,US,EN,17
853,21,1,University of Nebraska–Lincoln,US,EN,19
854,21,1,Shanghai University,CN,ZH,20
855,21,1,Mangalore University,IN,HI,20
856,21,1,National University of General Sarmiento,AR,ES,20
857,20,1,University of Buenos Aires,AR,ES,19
858,20,1,University of Scranton,US,EN,19
859,20,1,Udmurt State University,RU,RU,20
860,20,1,Sangmyung University,KR,KO,20
861,20,1,Nagasaki University,JP,JA,20
862,20,1,University of Brawijaya,ID,WR,20
863,20,1,Rajiv Gandhi University of Health Sciences,IN,HI,20
864,19,1,Riga Technical University,LV,WR,19
865,19,1,North Carolina State University,US,EN,19
866,19,1,Kagoshima University,JP,JA,20
867,19,1,State University of Malang,ID,WR,20
868,19,1,Federal University of Ceará,BR,PT,20
869,19,1,Technical University of Dortmund,DE,DE,20
870,19,1,University of Toulouse II – Le Mirail,FR,FR,20
871,19,1,International School for Advanced Studies,IT,IT,20
872,19,1,University of Nicosia,CY,EL,20
873,19,1,Kuvempu University,IN,HI,20
874,19,1,Başkent University,TR,TR,20
875,18,2,University of Sheffield,UK,EN,19
876,18,1,"University of Wales, Lampeter",UK,EN,19
877,18,1,Aberystwyth University,UK,EN,19
878,18,1,Hirosaki University,JP,JA,20
879,18,1,Indian Institute of Technology Kharagpur,IN,HI,20
880,18,1,Ajou University,KR,KO,20
881,18,1,Cumhuriyet University,TR,TR,20
882,18,1,South Valley University,EG,AR,20
883,17,1,Lille University of Science and Technology,FR,FR,19
884,17,1,Howard University,US,EN,19
885,17,1,Yamagata University,JP,JA,19
886,17,1,DePaul University,US,EN,19
887,17,1,University of Alberta,CA,EN,20
888,17,1,Rashtrasant Tukadoji Maharaj Nagpur University,IN,HI,20
889,17,1,Technical University of Lisbon,PT,PT,20
890,17,1,George Mason University,US,EN,20
891,17,1,University of Talca,CL,ES,20
892,16,1,Osaka Prefecture University,JP,JA,19
893,16,1,Pathumwan Institute of Technology,TH,TH,20
894,16,1,Tata Institute of Social Sciences,IN,HI,20
895,16,1,Stony Brook University,US,EN,20
896,16,1,University of Central Florida,US,EN,20
897,16,1,Eskişehir Osmangazi University,TR,TR,20
898,16,1,Manouba University,TN,AR,20
899,15,1,Rissho University,JP,JA,16
900,15,1,Heriot-Watt University,UK,EN,19
901,15,1,Central University of Ecuador,EC,ES,19
902,15,1,London Metropolitan University,UK,EN,19
903,15,1,Keimyung University,KR,KO,19
904,15,1,Moscow Institute of Steel and Alloys,RU,RU,20
905,15,1,Shiraz University of Medical Sciences,IR,FA,20
906,15,1,Lancaster University,UK,EN,20
907,15,1,Christ University,IN,HI,20
908,15,1,University of Cumbria,UK,EN,21
909,14,1,Tomsk Polytechnic University,RU,RU,19
910,14,1,University of Trieste,IT,IT,20
911,14,1,Gujarat University,IN,HI,20
912,14,1,University of Benghazi,LY,AR,20
913,14,1,University of Bayreuth,DE,DE,20
914,14,1,University of East London,UK,EN,20
915,13,1,École normale supérieure,FR,FR,19
916,13,1,Chalmers University of Technology,SE,SV,19
917,13,1,École centrale de Lille,FR,FR,19
918,13,1,University of Puerto Rico,PR,ES,20
919,13,1,Russian National Research Medical University,RU,RU,20
920,13,1,Tokyo Medical and Dental University,JP,JA,20
921,13,1,Kyungsung University,KR,KO,20
922,13,1,Sana'a University,YE,AR,20
923,13,1,Manipur University,IN,HI,20
924,13,1,Al-Quds University,PS,AR,20
925,13,1,"University of Technology, Sydney",AU,EN,20
926,12,1,University of Parma,IT,IT,12
927,12,1,University of the Andes (Venezuela),VE,ES,19
928,12,1,Royal Institute of Technology,SE,SV,19
929,12,1,Yerevan State University,AM,WR,20
930,12,1,National Taiwan University,TW,ZH,20
931,12,1,Chinese University of Hong Kong,CN,ZH,20
932,12,1,University of Bath,UK,EN,20
933,12,1,Chhatrapati Shahu Ji Maharaj University,IN,HI,20
934,12,1,University of Calgary,CA,EN,20
935,12,1,National Defense Medical College,JP,JA,20
936,12,1,Ondokuz Mayıs University,TR,TR,20
937,11,1,University of Aberdeen,UK,EN,15
938,11,1,University of Massachusetts,US,EN,19
939,11,1,University of Concepción,CL,ES,20
940,11,1,Federal University of Paraíba,BR,PT,20
941,11,1,Siam University,TH,TH,20
942,11,1,Eurasia International University,AM,WR,20
943,11,1,Dev Sanskriti Vishwavidyalaya,IN,HI,21
944,11,1,Nile University,EG,AR,21
945,10,1,University of Granada,ES,ES,16
946,10,1,"Trinity College, Oxford",UK,EN,16
947,10,1,Dalhousie University,CA,EN,19
948,10,1,Ho Chi Minh City University of Architecture,VN,VI,20
949,10,1,Bhatkhande Music Institute,IN,HI,20
950,9,2,University of Sunderland,UK,EN,20
951,9,1,University of Erfurt,DE,DE,14
952,9,1,University of Bucharest,RO,WR,19
953,9,1,École normale supérieure de Lyon,FR,FR,19
954,9,1,Annamalai University,IN,HI,20
955,9,1,Kyungnam University,KR,KO,20
956,9,1,University of North Carolina at Wilmington,US,EN,20
957,9,1,Tokyo City University,JP,JA,20
958,9,1,National University of the Northeast,AR,ES,20
959,9,1,University of Tripoli,LY,AR,20
960,8,1,University of Rhode Island,US,EN,19
961,8,1,University of St. Gallen,CH,DE,19
962,8,1,Southern Federal University,RU,RU,20
963,8,1,University of Texas MD Anderson Cancer Center,US,EN,20
964,8,1,Jeonju University,KR,KO,20
965,8,1,Da Nang University of Technology,VN,VI,20
966,8,1,Assam University,IN,HI,20
967,7,1,Irkutsk State University,RU,RU,20
968,7,1,Andalas University,ID,WR,20
969,7,1,"National Institute of Technology, Rourkela",IN,HI,20
970,7,1,"University of California, Irvine",US,EN,20
971,7,1,Technical University of Hamburg,DE,DE,20
972,7,1,University of Macau,CN,ZH,20
973,6,1,University of Lleida,ES,ES,13
974,6,1,École normale supérieure de Cachan,FR,FR,19
975,6,1,Guizhou University,CN,ZH,20
976,6,1,"University of California, Davis",US,EN,20
977,6,1,Chonbuk National University,KR,KO,20
978,6,1,Heilbronn University,DE,DE,20
979,6,1,University of Victoria,CA,EN,20
980,6,1,University of Shizuoka,JP,JA,20
981,6,1,Integral University (Lucknow),IN,HI,20
982,6,1,Saint Petersburg State University of Economics,RU,RU,21
983,5,1,Iowa State University,US,EN,19
984,5,1,Autonomous University of Sinaloa,MX,ES,19
985,5,1,University of Toyama,JP,JA,19
986,5,1,"Saint Petersburg State University of Information Technologies, Mechanics and Optics",RU,RU,19
987,5,1,Henan University,CN,ZH,20
988,5,1,"University of Economics, Prague",CZ,WR,20
989,5,1,Boise State University,US,EN,20
990,5,1,University of Nice Sophia Antipolis,FR,FR,20
991,5,1,University of Mosul,IQ,AR,20
992,4,1,University of Hohenheim,DE,DE,19
993,4,1,University of Texas Medical Branch,US,EN,19
994,4,1,University of Ez-Zitouna,TN,AR,20
995,4,1,University of Limoges,FR,FR,20
996,3,1,"University of Music and Performing Arts, Vienna",AT,DE,19
997,3,1,University of Humanistic Studies,NL,NL,19
998,3,1,Chongqing University,CN,ZH,20
999,3,1,University of Tokushima,JP,JA,20
1000,3,1,University of Southampton,UK,EN,20
1001,3,1,Indian Institute of Technology Delhi,IN,HI,20
1002,3,1,Royal University of Phnom Penh,KH,WR,20
1003,3,1,Binus University,ID,WR,20
1004,3,1,Kafrelsheikh University,EG,AR,21
1005,2,1,University of Zaragoza,ES,ES,16
1006,2,1,Boston College,US,EN,19
1007,2,1,Pace University,US,EN,20
1008,2,1,Bashkir State University,RU,RU,20
1009,2,1,Chiba Institute of Technology,JP,JA,20
1010,2,1,Gunma University,JP,JA,20
1011,2,1,University of Science and Technology Beijing,CN,ZH,20
1012,2,1,University of Trento,IT,IT,20
1013,2,1,University of Lorraine,FR,FR,21
1014,1,1,Hamline University,US,EN,19
1015,1,1,University of Kentucky,US,EN,19
1016,1,1,Kagawa University,JP,JA,19
1017,1,1,University of Texas at Arlington,US,EN,19
1018,1,1,Federal University of Amazonas,BR,PT,20
1019,1,1,University of Economics in Katowice,PL,PL,20
1020,1,1,École nationale de l'aviation civile,FR,FR,20
1021,1,1,China University of Petroleum,CN,ZH,20
1022,1,1,Catholic University of Eichstätt-Ingolstadt,DE,DE,20
1023,1,1,Babasaheb Bhimrao Ambedkar University,IN,HI,20
1024,1,1,Istanbul Aydın University,TR,TR,21
1025,1,1,Aalto University,FI,WR,21
